Close Timestamp,Close Price,Predicted Price
2023-04-19 23:00:00,29210.6,26371.679999999997
2023-04-20 00:00:00,29222.9,26438.155000000002
2023-04-20 01:00:00,29165.0,26433.135
2023-04-20 02:00:00,29068.0,26392.289999999997
2023-04-20 03:00:00,28795.1,26189.629999999997
2023-04-20 04:00:00,28911.0,26369.475000000002
2023-04-20 05:00:00,28919.4,26444.61
2023-04-20 06:00:00,28734.4,26322.38000000001
2023-04-20 07:00:00,28850.1,26498.814999999995
2023-04-20 08:00:00,28855.2,26518.555
2023-04-20 09:00:00,28884.6,26562.97
2023-04-20 10:00:00,28911.2,26606.01
2023-04-20 11:00:00,28857.7,26574.620000000003
2023-04-20 12:00:00,28819.0,26555.47
2023-04-20 13:00:00,28852.2,26611.945000000003
2023-04-20 14:00:00,28838.9,26625.525
2023-04-20 15:00:00,28601.6,26420.54
2023-04-20 16:00:00,28876.3,26716.245000000003
2023-04-20 17:00:00,28803.9,26668.739999999998
2023-04-20 18:00:00,28706.6,26599.115
2023-04-20 19:00:00,28492.3,26420.73
2023-04-20 20:00:00,28428.5,26396.65
2023-04-20 21:00:00,28441.2,26445.540000000005
2023-04-20 22:00:00,28351.5,26391.665000000005
2023-04-20 23:00:00,28091.2,26166.560000000005
2023-04-21 00:00:00,28192.6,26303.879999999997
2023-04-21 01:00:00,28220.8,26367.010000000002
2023-04-21 02:00:00,28238.9,26409.885
2023-04-21 03:00:00,28229.9,26431.895000000004
2023-04-21 04:00:00,28279.4,26510.185
2023-04-21 05:00:00,28186.0,26451.714999999997
2023-04-21 06:00:00,28240.6,26539.845
2023-04-21 07:00:00,28309.1,26635.774999999998
2023-04-21 08:00:00,28225.9,26582.23
2023-04-21 09:00:00,28143.1,26534.885
2023-04-21 10:00:00,27906.5,26344.905
2023-04-21 11:00:00,28142.3,26603.669999999995
2023-04-21 12:00:00,28061.4,26563.515000000003
2023-04-21 13:00:00,28048.8,26588.670000000002
2023-04-21 14:00:00,27990.0,26565.7
2023-04-21 15:00:00,28054.5,26652.090000000004
2023-04-21 16:00:00,28206.7,26815.380000000005
2023-04-21 17:00:00,28104.0,26729.540000000005
2023-04-21 18:00:00,28048.4,26689.095000000005
2023-04-21 19:00:00,28032.8,26676.414999999997
2023-04-21 20:00:00,28035.0,26686.495000000003
2023-04-21 21:00:00,27893.4,26561.265
2023-04-21 22:00:00,27776.8,26467.77
2023-04-21 23:00:00,27273.6,26012.385000000002
2023-04-22 00:00:00,27263.7,26053.270000000004
2023-04-22 01:00:00,27279.0,26113.920000000002
2023-04-22 02:00:00,27259.7,26143.665000000005
2023-04-22 03:00:00,27252.5,26189.295000000002
2023-04-22 04:00:00,27216.7,26203.955
2023-04-22 05:00:00,27285.8,26315.920000000002
2023-04-22 06:00:00,27229.5,26293.47
2023-04-22 07:00:00,27309.9,26415.490000000005
2023-04-22 08:00:00,27334.1,26476.054999999997
2023-04-22 09:00:00,27383.9,26559.100000000002
2023-04-22 10:00:00,27334.7,26542.665000000005
2023-04-22 11:00:00,27268.4,26515.670000000002
2023-04-22 12:00:00,27201.1,26498.649999999998
2023-04-22 13:00:00,27229.3,26570.585
2023-04-22 14:00:00,27238.6,26620.375
2023-04-22 15:00:00,27276.1,26695.710000000003
2023-04-22 16:00:00,27325.1,26780.204999999998
2023-04-22 17:00:00,27241.9,26729.58
2023-04-22 18:00:00,27463.8,26967.129999999997
2023-04-22 19:00:00,27477.1,26970.254999999997
2023-04-22 20:00:00,27567.4,27045.370000000003
2023-04-22 21:00:00,27654.0,27113.22
2023-04-22 22:00:00,27585.7,27028.620000000003
2023-04-22 23:00:00,27604.7,27030.01
2023-04-23 00:00:00,27621.4,27026.475000000002
2023-04-23 01:00:00,27658.8,27045.225
2023-04-23 02:00:00,27837.8,27193.810000000005
2023-04-23 03:00:00,27807.2,27138.345
2023-04-23 04:00:00,27532.8,26854.01
2023-04-23 05:00:00,27539.4,26852.835
2023-04-23 06:00:00,27580.1,26881.265000000003
2023-04-23 07:00:00,27545.2,26832.525
2023-04-23 08:00:00,27592.0,26859.78
2023-04-23 09:00:00,27573.8,26824.355
2023-04-23 10:00:00,27574.9,26808.64
2023-04-23 11:00:00,27704.6,26916.915
2023-04-23 12:00:00,27695.8,26889.579999999998
2023-04-23 13:00:00,27618.0,26792.975000000002
2023-04-23 14:00:00,27517.1,26689.410000000003
2023-04-23 15:00:00,27632.8,26797.325
2023-04-23 16:00:00,27594.0,26757.195000000003
2023-04-23 17:00:00,27614.6,26779.765000000003
2023-04-23 18:00:00,27538.9,26706.405000000002
2023-04-23 19:00:00,27460.2,26634.93
2023-04-23 20:00:00,27570.1,26747.395
2023-04-23 21:00:00,27500.7,26685.9
2023-04-23 22:00:00,27443.5,26648.415000000005
2023-04-23 23:00:00,27453.3,26675.909999999996
2023-04-24 00:00:00,27492.0,26716.65
2023-04-24 01:00:00,27499.4,26726.050000000003
2023-04-24 02:00:00,27579.6,26806.274999999998
2023-04-24 03:00:00,27576.0,26801.135
2023-04-24 04:00:00,27793.7,27008.75
2023-04-24 05:00:00,27739.8,26946.55
2023-04-24 06:00:00,27730.2,26929.184999999998
2023-04-24 07:00:00,27780.0,26975.215000000004
2023-04-24 08:00:00,27689.9,26885.41
2023-04-24 09:00:00,27643.3,26837.545000000002
2023-04-24 10:00:00,27534.0,26727.4
2023-04-24 11:00:00,27440.8,26643.8
2023-04-24 12:00:00,27173.9,26397.905000000002
2023-04-24 13:00:00,27300.0,26539.734999999997
2023-04-24 14:00:00,27406.8,26653.139999999996
2023-04-24 15:00:00,27540.0,26782.350000000002
2023-04-24 16:00:00,27431.4,26680.685000000005
2023-04-24 17:00:00,27611.9,26855.625000000004
2023-04-24 18:00:00,27416.8,26661.859999999997
2023-04-24 19:00:00,27256.0,26510.925
2023-04-24 20:00:00,27100.2,26374.715000000004
2023-04-24 21:00:00,27365.3,26646.52
2023-04-24 22:00:00,27327.1,26620.945
2023-04-24 23:00:00,27373.8,26677.754999999997
2023-04-25 00:00:00,27446.7,26768.005
2023-04-25 01:00:00,27400.0,26738.295000000002
2023-04-25 02:00:00,27447.8,26800.214999999997
2023-04-25 03:00:00,27497.5,26864.039999999997
2023-04-25 04:00:00,27447.8,26826.445
2023-04-25 05:00:00,27386.5,26777.984999999997
2023-04-25 06:00:00,27391.6,26790.204999999998
2023-04-25 07:00:00,27337.6,26741.364999999994
2023-04-25 08:00:00,27398.5,26791.035
2023-04-25 09:00:00,27400.8,26788.295000000002
2023-04-25 10:00:00,27347.0,26737.484999999997
2023-04-25 11:00:00,27252.3,26657.170000000002
2023-04-25 12:00:00,27418.0,26823.540000000005
2023-04-25 13:00:00,27311.9,26732.440000000006
2023-04-25 14:00:00,27319.5,26744.905
2023-04-25 15:00:00,27382.1,26801.2
2023-04-25 16:00:00,27383.5,26788.434999999998
2023-04-25 17:00:00,27332.5,26739.075
2023-04-25 18:00:00,27280.0,26688.93
2023-04-25 19:00:00,27329.5,26740.645
2023-04-25 20:00:00,27385.9,26800.085
2023-04-25 21:00:00,27608.2,27011.975000000002
2023-04-25 22:00:00,27565.3,26963.2
2023-04-25 23:00:00,27596.1,26989.07
2023-04-26 00:00:00,27961.6,27328.879999999997
2023-04-26 01:00:00,28249.3,27573.439999999995
2023-04-26 02:00:00,28219.3,27502.055
2023-04-26 03:00:00,28286.7,27522.0
2023-04-26 04:00:00,28287.0,27477.875
2023-04-26 05:00:00,28370.6,27512.985000000004
2023-04-26 06:00:00,28375.0,27465.985000000004
2023-04-26 07:00:00,28296.2,27334.989999999998
2023-04-26 08:00:00,28315.0,27308.94
2023-04-26 09:00:00,28379.9,27320.440000000006
2023-04-26 10:00:00,28377.6,27265.234999999997
2023-04-26 11:00:00,28365.0,27203.489999999998
2023-04-26 12:00:00,28703.5,27475.989999999998
2023-04-26 13:00:00,28849.5,27546.139999999996
2023-04-26 14:00:00,28982.8,27594.3
2023-04-26 15:00:00,28940.7,27471.64
2023-04-26 16:00:00,29955.0,28357.484999999997
2023-04-26 17:00:00,29837.4,28128.425000000003
2023-04-26 18:00:00,29687.9,27872.795000000002
2023-04-26 19:00:00,29803.0,27877.55
2023-04-26 20:00:00,29803.7,27786.144999999997
2023-04-26 21:00:00,29713.3,27622.545000000002
2023-04-26 22:00:00,29732.7,27566.275
2023-04-26 23:00:00,27871.9,25726.215000000004
2023-04-27 00:00:00,28405.3,26253.7
2023-04-27 01:00:00,28670.0,26503.43
2023-04-27 02:00:00,28282.2,26120.269999999997
2023-04-27 03:00:00,28395.9,26228.985000000004
2023-04-27 04:00:00,29215.1,27003.180000000004
2023-04-27 05:00:00,28730.3,26500.859999999997
2023-04-27 06:00:00,29025.0,26763.190000000002
2023-04-27 07:00:00,28876.6,26589.210000000003
2023-04-27 08:00:00,29079.3,26773.120000000003
2023-04-27 09:00:00,29071.9,26754.600000000002
2023-04-27 10:00:00,28778.6,26471.51
2023-04-27 11:00:00,28880.0,26575.945000000003
2023-04-27 12:00:00,28941.9,26688.500000000004
2023-04-27 13:00:00,28920.1,26712.564999999995
2023-04-27 14:00:00,28981.9,26809.664999999997
2023-04-27 15:00:00,28921.2,26793.055
2023-04-27 16:00:00,28846.6,26766.31
2023-04-27 17:00:00,28920.1,26879.47
2023-04-27 18:00:00,28964.8,26962.565000000002
2023-04-27 19:00:00,29136.7,27071.225000000002
2023-04-27 20:00:00,29121.0,27019.74
2023-04-27 21:00:00,29282.6,27150.709999999995
2023-04-27 22:00:00,29758.8,27553.079999999998
2023-04-27 23:00:00,29659.9,27390.98
2023-04-28 00:00:00,29610.1,27321.429999999997
2023-04-28 01:00:00,29631.0,27297.295000000002
