BTCUSDT
Open Timestamp,Open Price,High Price,Low Price,Close Timestamp,Close Price,Volume
09-05-2023 22:00,27545.90,27714.20,27476.40,09-05-2023 23:00,27704.70,15458.891
09-05-2023 23:00,27704.70,27769.40,27587.60,10-05-2023 00:00,27636.00,14680.608
10-05-2023 00:00,27636.00,27649.10,27566.00,10-05-2023 01:00,27589.70,5861.668
10-05-2023 01:00,27589.60,27597.60,27501.30,10-05-2023 02:00,27564.00,8225.684
10-05-2023 02:00,27564.00,27647.90,27561.20,10-05-2023 03:00,27610.20,4935.343
10-05-2023 03:00,27610.20,27785.90,27605.00,10-05-2023 04:00,27736.00,18073.790
10-05-2023 04:00,27735.90,27848.70,27657.20,10-05-2023 05:00,27685.20,14637.498
10-05-2023 05:00,27685.10,27734.30,27644.40,10-05-2023 06:00,27662.70,7959.975
10-05-2023 06:00,27662.60,27715.00,27628.60,10-05-2023 07:00,27668.80,6646.893
10-05-2023 07:00,27668.90,27680.30,27630.00,10-05-2023 08:00,27673.60,5097.680
10-05-2023 08:00,27673.60,27712.00,27635.00,10-05-2023 09:00,27646.10,5786.015
10-05-2023 09:00,27646.10,27646.20,27565.00,10-05-2023 10:00,27613.40,9354.631
10-05-2023 10:00,27613.40,27620.20,27507.00,10-05-2023 11:00,27532.40,12072.088
10-05-2023 11:00,27532.30,27587.90,27457.80,10-05-2023 12:00,27560.40,13633.386
10-05-2023 12:00,27560.40,27599.80,27528.00,10-05-2023 13:00,27566.70,6487.209
10-05-2023 13:00,27566.70,27601.00,27515.40,10-05-2023 14:00,27579.20,8304.699
10-05-2023 14:00,27579.20,27669.80,27575.10,10-05-2023 15:00,27660.70,11454.368
10-05-2023 15:00,27660.60,28169.00,27623.40,10-05-2023 16:00,28160.10,97700.126
10-05-2023 16:00,28160.20,28297.00,28014.40,10-05-2023 17:00,28153.70,66184.169
10-05-2023 17:00,28153.80,28243.80,28032.00,10-05-2023 18:00,28078.00,31278.882
10-05-2023 18:00,28077.90,28207.00,28062.90,10-05-2023 19:00,28141.20,18786.903
10-05-2023 19:00,28141.20,28290.00,28131.10,10-05-2023 20:00,28166.60,26625.514
10-05-2023 20:00,28166.60,28207.90,26666.60,10-05-2023 21:00,27481.10,188857.363
10-05-2023 21:00,27481.10,27525.70,27335.00,10-05-2023 22:00,27417.00,34470.262
10-05-2023 22:00,27417.00,27780.00,27396.10,10-05-2023 23:00,27683.60,39660.781
10-05-2023 23:00,27683.60,27979.80,27641.00,11-05-2023 00:00,27848.30,29754.998
11-05-2023 00:00,27848.40,27860.00,27177.00,11-05-2023 01:00,27497.50,40654.457
11-05-2023 01:00,27497.40,27697.00,27480.00,11-05-2023 02:00,27655.50,15844.470
11-05-2023 02:00,27655.50,27715.30,27560.00,11-05-2023 03:00,27582.90,13176.519
11-05-2023 03:00,27583.00,27611.50,27410.30,11-05-2023 04:00,27500.00,19056.252
11-05-2023 04:00,27500.00,27572.30,27462.00,11-05-2023 05:00,27543.50,12369.847
11-05-2023 05:00,27543.50,27571.70,27486.70,11-05-2023 06:00,27495.90,8844.867
11-05-2023 06:00,27495.80,27495.80,27352.30,11-05-2023 07:00,27435.10,16608.491
11-05-2023 07:00,27435.10,27484.00,27382.40,11-05-2023 08:00,27484.00,10156.825
11-05-2023 08:00,27484.00,27527.60,27412.00,11-05-2023 09:00,27515.40,9230.436
11-05-2023 09:00,27515.50,27526.00,27444.90,11-05-2023 10:00,27489.20,7177.272
11-05-2023 10:00,27489.30,27544.10,27401.10,11-05-2023 11:00,27437.50,12627.741
11-05-2023 11:00,27437.50,27438.90,27220.00,11-05-2023 12:00,27381.90,24584.920
11-05-2023 12:00,27381.80,27440.00,27335.50,11-05-2023 13:00,27404.40,11487.709
11-05-2023 13:00,27404.30,27478.60,27394.00,11-05-2023 14:00,27446.60,8562.713
11-05-2023 14:00,27446.60,27472.10,27360.50,11-05-2023 15:00,27393.20,10639.672
11-05-2023 15:00,27393.20,27630.00,27293.40,11-05-2023 16:00,27385.30,47738.418
11-05-2023 16:00,27385.30,27484.50,27060.00,11-05-2023 17:00,27197.00,50367.242
11-05-2023 17:00,27197.00,27330.20,26924.00,11-05-2023 18:00,27111.20,61490.638
11-05-2023 18:00,27111.20,27216.30,27033.10,11-05-2023 19:00,27166.30,27670.257
11-05-2023 19:00,27166.30,27214.40,27088.30,11-05-2023 20:00,27115.10,19039.621
11-05-2023 20:00,27115.10,27136.40,26730.00,11-05-2023 21:00,26894.10,66959.587
11-05-2023 21:00,26894.00,26984.90,26757.40,11-05-2023 22:00,26950.80,27629.585
11-05-2023 22:00,26950.80,27046.10,26688.80,11-05-2023 23:00,26831.40,33079.950
11-05-2023 23:00,26831.50,27027.00,26787.30,12-05-2023 00:00,26981.90,15998.483
12-05-2023 00:00,26982.00,27050.80,26927.60,12-05-2023 01:00,26966.20,10226.575
12-05-2023 01:00,26966.20,27041.00,26878.00,12-05-2023 02:00,26890.10,11761.401
12-05-2023 02:00,26890.00,27050.00,26800.00,12-05-2023 03:00,26956.40,15513.861
12-05-2023 03:00,26956.40,27036.70,26907.50,12-05-2023 04:00,27019.90,10473.239
12-05-2023 04:00,27020.00,27090.00,26830.00,12-05-2023 05:00,26865.10,17703.264
12-05-2023 05:00,26865.10,26876.80,26515.00,12-05-2023 06:00,26631.90,34741.029
12-05-2023 06:00,26632.00,26695.00,26516.60,12-05-2023 07:00,26574.80,27894.783
12-05-2023 07:00,26574.70,26699.20,26500.00,12-05-2023 08:00,26644.60,21859.398
12-05-2023 08:00,26644.60,26657.70,26140.00,12-05-2023 09:00,26261.30,49042.067
12-05-2023 09:00,26261.30,26312.20,26100.10,12-05-2023 10:00,26287.20,40834.483
12-05-2023 10:00,26287.20,26383.80,26250.20,12-05-2023 11:00,26294.10,19958.737
12-05-2023 11:00,26294.00,26362.70,26220.00,12-05-2023 12:00,26277.20,14339.385
12-05-2023 12:00,26277.30,26425.80,26277.20,12-05-2023 13:00,26368.60,20450.001
12-05-2023 13:00,26368.70,26418.30,26322.00,12-05-2023 14:00,26327.50,10781.169
12-05-2023 14:00,26327.50,26409.50,26302.80,12-05-2023 15:00,26333.00,9408.136
12-05-2023 15:00,26332.90,26473.00,26308.70,12-05-2023 16:00,26397.30,20177.506
12-05-2023 16:00,26397.20,26555.90,26339.20,12-05-2023 17:00,26436.20,22893.262
12-05-2023 17:00,26436.10,26599.40,26275.00,12-05-2023 18:00,26302.10,37434.943
12-05-2023 18:00,26302.10,26387.30,26254.20,12-05-2023 19:00,26307.70,18357.052
12-05-2023 19:00,26307.60,26398.20,26225.70,12-05-2023 20:00,26281.50,19723.243
12-05-2023 20:00,26281.50,26399.80,26267.30,12-05-2023 21:00,26288.60,11509.233
12-05-2023 21:00,26288.60,26357.80,26286.00,12-05-2023 22:00,26290.00,8451.676
12-05-2023 22:00,26290.10,26480.00,25751.00,12-05-2023 23:00,26445.20,92540.005
12-05-2023 23:00,26445.10,26476.10,26347.50,13-05-2023 00:00,26425.60,28126.038
13-05-2023 00:00,26425.60,26800.00,26425.50,13-05-2023 01:00,26733.20,42799.566
13-05-2023 01:00,26733.20,26882.80,26620.00,13-05-2023 02:00,26675.70,23102.347
13-05-2023 02:00,26675.80,26799.40,26645.00,13-05-2023 03:00,26785.10,13044.946
13-05-2023 03:00,26785.20,26829.20,26678.50,13-05-2023 04:00,26825.70,13253.552
13-05-2023 04:00,26825.80,26974.10,26769.60,13-05-2023 05:00,26818.10,28449.367
13-05-2023 05:00,26818.20,26831.00,26751.10,13-05-2023 06:00,26767.50,9139.186
13-05-2023 06:00,26767.50,26844.50,26757.70,13-05-2023 07:00,26794.60,5810.962
13-05-2023 07:00,26794.60,26832.80,26735.00,13-05-2023 08:00,26785.00,6569.975
13-05-2023 08:00,26785.00,26862.90,26722.00,13-05-2023 09:00,26731.20,10212.572
13-05-2023 09:00,26731.20,26758.30,26699.00,13-05-2023 10:00,26722.00,6622.085
13-05-2023 10:00,26722.10,26786.40,26674.90,13-05-2023 11:00,26759.30,8665.664
13-05-2023 11:00,26759.20,26806.60,26727.30,13-05-2023 12:00,26787.00,6609.874
13-05-2023 12:00,26787.00,26834.50,26772.80,13-05-2023 13:00,26828.00,7117.567
13-05-2023 13:00,26827.90,26864.80,26761.60,13-05-2023 14:00,26817.80,8265.511
13-05-2023 14:00,26817.70,26852.80,26785.30,13-05-2023 15:00,26814.30,5864.096
13-05-2023 15:00,26814.40,26897.00,26752.00,13-05-2023 16:00,26809.40,12834.405
13-05-2023 16:00,26809.50,26880.00,26770.30,13-05-2023 17:00,26810.70,10657.384
13-05-2023 17:00,26810.70,26838.50,26722.80,13-05-2023 18:00,26780.90,11796.435
13-05-2023 18:00,26780.80,26812.60,26750.40,13-05-2023 19:00,26802.00,5429.077
13-05-2023 19:00,26802.00,26824.80,26766.60,13-05-2023 20:00,26810.00,5387.184
13-05-2023 20:00,26809.90,26837.20,26781.40,13-05-2023 21:00,26801.30,5310.863
13-05-2023 21:00,26801.30,27051.50,26755.00,13-05-2023 22:00,26773.00,24447.020
13-05-2023 22:00,26772.90,26946.90,26760.10,13-05-2023 23:00,26822.60,19139.450
13-05-2023 23:00,26822.60,26909.90,26821.10,14-05-2023 00:00,26891.60,6862.201
14-05-2023 00:00,26891.60,26928.60,26839.40,14-05-2023 01:00,26848.00,6667.020
14-05-2023 01:00,26848.00,26890.00,26821.40,14-05-2023 02:00,26879.20,5650.426
14-05-2023 02:00,26879.20,26915.80,26730.00,14-05-2023 03:00,26762.70,11933.053
14-05-2023 03:00,26762.80,26797.40,26557.00,14-05-2023 04:00,26731.40,21619.215
14-05-2023 04:00,26731.40,26741.10,26628.80,14-05-2023 05:00,26720.90,10854.458
14-05-2023 05:00,26720.90,26830.00,26707.60,14-05-2023 06:00,26799.00,7937.366
14-05-2023 06:00,26799.10,26865.40,26770.00,14-05-2023 07:00,26853.60,7140.658
14-05-2023 07:00,26853.60,26867.80,26778.20,14-05-2023 08:00,26813.10,6332.557
14-05-2023 08:00,26813.10,26839.90,26789.00,14-05-2023 09:00,26817.00,3839.550
14-05-2023 09:00,26817.00,26888.70,26807.00,14-05-2023 10:00,26829.00,6472.272
14-05-2023 10:00,26829.00,26860.90,26815.70,14-05-2023 11:00,26839.90,3671.194
14-05-2023 11:00,26839.90,26879.20,26814.20,14-05-2023 12:00,26831.80,3809.615
14-05-2023 12:00,26831.80,26856.90,26796.10,14-05-2023 13:00,26825.90,4786.805
14-05-2023 13:00,26825.90,26840.00,26805.00,14-05-2023 14:00,26817.60,3929.031
14-05-2023 14:00,26817.60,26819.70,26780.00,14-05-2023 15:00,26794.80,5657.527
14-05-2023 15:00,26794.80,26867.90,26730.00,14-05-2023 16:00,26861.10,13366.492
14-05-2023 16:00,26861.00,26922.50,26801.50,14-05-2023 17:00,26898.00,15216.417
14-05-2023 17:00,26898.00,26973.00,26835.20,14-05-2023 18:00,26950.10,12652.996
14-05-2023 18:00,26950.10,27200.00,26950.00,14-05-2023 19:00,27071.40,45063.030
14-05-2023 19:00,27071.40,27115.10,26911.00,14-05-2023 20:00,26942.00,18900.021
14-05-2023 20:00,26942.00,26970.00,26846.70,14-05-2023 21:00,26929.20,15011.849
14-05-2023 21:00,26929.10,26943.80,26845.00,14-05-2023 22:00,26909.00,7773.981
14-05-2023 22:00,26909.00,26928.60,26809.00,14-05-2023 23:00,26865.00,12093.266
14-05-2023 23:00,26865.00,26943.80,26826.60,15-05-2023 00:00,26927.70,6374.914
15-05-2023 00:00,26927.70,26947.20,26871.90,15-05-2023 01:00,26895.90,4962.878
15-05-2023 01:00,26896.00,26931.00,26856.20,15-05-2023 02:00,26888.20,5068.232
15-05-2023 02:00,26888.20,26918.00,26838.90,15-05-2023 03:00,26901.90,5045.103
15-05-2023 03:00,26901.90,26919.60,26694.40,15-05-2023 04:00,26787.80,23927.404
15-05-2023 04:00,26787.70,27279.00,26764.00,15-05-2023 05:00,27191.50,45631.406
15-05-2023 05:00,27191.60,27239.00,27105.10,15-05-2023 06:00,27144.10,18243.365
15-05-2023 06:00,27144.20,27249.90,27143.90,15-05-2023 07:00,27216.30,12332.435
15-05-2023 07:00,27216.40,27294.50,27165.10,15-05-2023 08:00,27271.80,14781.814
15-05-2023 08:00,27271.80,27372.20,27218.40,15-05-2023 09:00,27322.40,24043.226
15-05-2023 09:00,27322.40,27550.00,27296.10,15-05-2023 10:00,27463.70,41206.049
15-05-2023 10:00,27463.60,27478.90,27371.50,15-05-2023 11:00,27398.60,13897.601
15-05-2023 11:00,27398.60,27429.60,27370.00,15-05-2023 12:00,27422.10,9235.112
15-05-2023 12:00,27422.10,27472.50,27317.50,15-05-2023 13:00,27377.90,12273.318
15-05-2023 13:00,27377.90,27421.80,27338.00,15-05-2023 14:00,27398.10,6912.292
15-05-2023 14:00,27398.10,27441.00,27288.00,15-05-2023 15:00,27323.20,11540.989
15-05-2023 15:00,27323.20,27397.50,27316.60,15-05-2023 16:00,27380.80,8416.704
15-05-2023 16:00,27380.70,27441.70,27325.20,15-05-2023 17:00,27361.60,14527.054
15-05-2023 17:00,27361.60,27525.00,27200.00,15-05-2023 18:00,27390.80,42312.805
15-05-2023 18:00,27390.70,27437.30,27350.00,15-05-2023 19:00,27383.00,14580.260
15-05-2023 19:00,27383.00,27600.00,27351.00,15-05-2023 20:00,27467.60,32741.690
15-05-2023 20:00,27467.60,27650.00,27400.00,15-05-2023 21:00,27493.00,38286.935
15-05-2023 21:00,27493.10,27509.60,27364.00,15-05-2023 22:00,27420.00,13456.401
15-05-2023 22:00,27419.90,27430.90,27300.60,15-05-2023 23:00,27410.10,12984.144
15-05-2023 23:00,27410.10,27410.10,27322.00,16-05-2023 00:00,27338.50,6820.610
16-05-2023 00:00,27338.50,27375.00,27300.00,16-05-2023 01:00,27352.40,6161.829
