BTCUSDT
Open Timestamp,Open Price,High Price,Low Price,Close Timestamp,Close Price,Volume
16-05-2023 01:00,27352.40,27359.60,27244.80,16-05-2023 02:00,27298.50,9144.354
16-05-2023 02:00,27298.60,27311.80,27100.00,16-05-2023 03:00,27152.50,16805.279
16-05-2023 03:00,27152.50,27284.70,27045.00,16-05-2023 04:00,27194.10,20774.181
16-05-2023 04:00,27194.10,27237.60,26832.00,16-05-2023 05:00,27008.90,46038.050
16-05-2023 05:00,27008.90,27082.60,26960.70,16-05-2023 06:00,27067.00,12583.708
16-05-2023 06:00,27067.00,27130.00,27040.90,16-05-2023 07:00,27118.70,10789.159
16-05-2023 07:00,27118.70,27134.10,27067.80,16-05-2023 08:00,27100.30,6993.711
16-05-2023 08:00,27100.30,27149.80,27017.60,16-05-2023 09:00,27050.10,10887.521
16-05-2023 09:00,27050.10,27074.30,26971.00,16-05-2023 10:00,27051.20,10419.374
16-05-2023 10:00,27051.20,27243.60,27049.00,16-05-2023 11:00,27240.60,21028.676
16-05-2023 11:00,27240.60,27274.20,27152.40,16-05-2023 12:00,27190.50,15874.460
16-05-2023 12:00,27190.50,27208.80,27059.20,16-05-2023 13:00,27080.60,17756.294
16-05-2023 13:00,27080.50,27100.00,26978.60,16-05-2023 14:00,27001.10,16972.834
16-05-2023 14:00,27001.10,27117.50,26982.50,16-05-2023 15:00,27049.30,12005.109
16-05-2023 15:00,27049.30,27127.40,26959.10,16-05-2023 16:00,27047.30,23671.409
16-05-2023 16:00,27047.30,27120.00,26955.10,16-05-2023 17:00,26969.60,23517.913
16-05-2023 17:00,26969.60,27034.00,26880.10,16-05-2023 18:00,26973.90,26316.108
16-05-2023 18:00,26974.00,27084.60,26966.00,16-05-2023 19:00,27027.90,15656.887
16-05-2023 19:00,27027.90,27144.00,26966.50,16-05-2023 20:00,27043.60,15717.254
16-05-2023 20:00,27043.50,27092.10,26950.00,16-05-2023 21:00,27074.40,14963.292
16-05-2023 21:00,27074.50,27110.00,26983.10,16-05-2023 22:00,27040.60,9390.343
16-05-2023 22:00,27040.70,27063.60,26862.00,16-05-2023 23:00,26917.90,13016.669
16-05-2023 23:00,26917.90,26984.70,26881.20,17-05-2023 00:00,26942.00,9370.946
17-05-2023 00:00,26942.10,27040.50,26908.70,17-05-2023 01:00,27001.60,8568.928
17-05-2023 01:00,27001.70,27031.70,26961.60,17-05-2023 02:00,26989.20,4894.036
17-05-2023 02:00,26989.10,27046.20,26950.00,17-05-2023 03:00,27024.80,5966.089
17-05-2023 03:00,27024.70,27110.00,26969.70,17-05-2023 04:00,27087.40,12735.486
17-05-2023 04:00,27087.40,27238.50,27046.60,17-05-2023 05:00,27160.10,18067.989
17-05-2023 05:00,27160.10,27177.90,27047.70,17-05-2023 06:00,27051.30,9427.737
17-05-2023 06:00,27051.40,27121.90,27026.80,17-05-2023 07:00,27052.10,7930.758
17-05-2023 07:00,27052.10,27092.40,27045.70,17-05-2023 08:00,27059.10,4417.090
17-05-2023 08:00,27059.10,27059.10,26965.10,17-05-2023 09:00,26978.20,8965.590
17-05-2023 09:00,26978.30,26997.50,26917.90,17-05-2023 10:00,26985.90,11933.463
17-05-2023 10:00,26985.90,27023.50,26700.00,17-05-2023 11:00,26831.90,28473.718
17-05-2023 11:00,26831.80,26854.40,26764.50,17-05-2023 12:00,26803.80,18784.342
17-05-2023 12:00,26803.90,26867.90,26787.30,17-05-2023 13:00,26861.10,9534.020
17-05-2023 13:00,26861.10,26907.50,26818.70,17-05-2023 14:00,26855.30,10583.287
17-05-2023 14:00,26855.20,26858.40,26558.00,17-05-2023 15:00,26626.50,45714.360
17-05-2023 15:00,26626.40,26750.00,26598.70,17-05-2023 16:00,26659.80,27551.619
17-05-2023 16:00,26659.90,26748.60,26569.00,17-05-2023 17:00,26618.70,21203.076
17-05-2023 17:00,26618.60,26830.00,26527.50,17-05-2023 18:00,26770.20,39063.558
17-05-2023 18:00,26770.20,26823.70,26694.40,17-05-2023 19:00,26788.00,18312.755
17-05-2023 19:00,26788.10,26940.00,26730.00,17-05-2023 20:00,26891.80,25327.919
17-05-2023 20:00,26891.70,27166.80,26844.00,17-05-2023 21:00,27077.00,36574.100
17-05-2023 21:00,27077.00,27200.00,27051.70,17-05-2023 22:00,27081.70,23782.758
17-05-2023 22:00,27081.70,27441.70,27081.60,17-05-2023 23:00,27377.10,44262.278
17-05-2023 23:00,27377.00,27460.00,27259.50,18-05-2023 00:00,27330.30,25765.150
18-05-2023 00:00,27330.40,27500.00,27260.00,18-05-2023 01:00,27356.90,22183.353
18-05-2023 01:00,27356.90,27379.60,27287.00,18-05-2023 02:00,27322.10,9544.297
18-05-2023 02:00,27322.20,27418.80,27322.10,18-05-2023 03:00,27395.80,9926.515
18-05-2023 03:00,27395.70,27482.70,27340.10,18-05-2023 04:00,27348.10,14814.508
18-05-2023 04:00,27348.00,27378.00,27293.60,18-05-2023 05:00,27312.50,8437.313
18-05-2023 05:00,27312.50,27377.20,27280.00,18-05-2023 06:00,27337.60,7739.272
18-05-2023 06:00,27337.60,27371.80,27318.50,18-05-2023 07:00,27357.30,4855.178
18-05-2023 07:00,27357.20,27357.50,27288.00,18-05-2023 08:00,27292.20,5895.244
18-05-2023 08:00,27292.30,27310.80,27207.00,18-05-2023 09:00,27211.30,13615.504
18-05-2023 09:00,27211.20,27241.80,27139.00,18-05-2023 10:00,27196.50,16566.787
18-05-2023 10:00,27196.50,27445.90,27182.40,18-05-2023 11:00,27375.10,25859.725
18-05-2023 11:00,27375.10,27429.20,27336.00,18-05-2023 12:00,27372.80,15423.974
18-05-2023 12:00,27372.70,27424.60,27341.70,18-05-2023 13:00,27392.60,10105.052
18-05-2023 13:00,27392.60,27415.70,27320.30,18-05-2023 14:00,27337.20,9675.280
18-05-2023 14:00,27337.30,27393.70,27329.80,18-05-2023 15:00,27391.90,6929.241
18-05-2023 15:00,27391.80,27471.50,27206.30,18-05-2023 16:00,27224.60,35408.054
18-05-2023 16:00,27224.50,27271.90,27165.60,18-05-2023 17:00,27246.40,25362.560
18-05-2023 17:00,27246.40,27396.00,27007.10,18-05-2023 18:00,27236.00,52366.256
18-05-2023 18:00,27236.00,27292.00,27031.00,18-05-2023 19:00,27075.20,32107.586
18-05-2023 19:00,27075.20,27100.00,26961.30,18-05-2023 20:00,27060.10,29248.169
18-05-2023 20:00,27060.10,27078.20,26335.30,18-05-2023 21:00,26475.20,96349.182
18-05-2023 21:00,26475.10,26638.30,26400.00,18-05-2023 22:00,26600.50,44540.881
18-05-2023 22:00,26600.40,26837.80,26556.80,18-05-2023 23:00,26719.30,30723.044
18-05-2023 23:00,26719.30,26759.10,26671.10,19-05-2023 00:00,26708.70,10787.315
19-05-2023 00:00,26708.80,27060.00,26708.00,19-05-2023 01:00,26901.40,27289.037
19-05-2023 01:00,26901.50,26937.60,26831.00,19-05-2023 02:00,26879.60,11776.432
19-05-2023 02:00,26879.50,26888.00,26801.20,19-05-2023 03:00,26809.30,9096.385
19-05-2023 03:00,26809.40,26922.50,26786.50,19-05-2023 04:00,26871.10,10568.710
19-05-2023 04:00,26871.20,26905.80,26733.40,19-05-2023 05:00,26798.90,12083.700
19-05-2023 05:00,26798.80,26840.00,26750.10,19-05-2023 06:00,26792.50,8029.453
19-05-2023 06:00,26792.50,26866.90,26756.80,19-05-2023 07:00,26825.00,6860.741
19-05-2023 07:00,26825.00,26866.00,26801.50,19-05-2023 08:00,26863.60,4492.295
19-05-2023 08:00,26863.70,26880.10,26814.30,19-05-2023 09:00,26864.10,5803.258
19-05-2023 09:00,26864.10,26928.00,26853.00,19-05-2023 10:00,26891.00,7583.322
19-05-2023 10:00,26891.00,26950.00,26830.50,19-05-2023 11:00,26841.90,10902.948
19-05-2023 11:00,26842.00,26918.60,26818.90,19-05-2023 12:00,26874.10,7647.584
19-05-2023 12:00,26874.10,26897.50,26801.20,19-05-2023 13:00,26831.20,8696.884
19-05-2023 13:00,26831.20,26865.00,26773.00,19-05-2023 14:00,26810.90,8167.514
19-05-2023 14:00,26810.80,26870.20,26784.00,19-05-2023 15:00,26843.80,7849.542
19-05-2023 15:00,26843.80,26985.60,26843.70,19-05-2023 16:00,26897.20,19348.932
19-05-2023 16:00,26897.20,26947.80,26830.80,19-05-2023 17:00,26852.90,11935.352
19-05-2023 17:00,26852.90,26853.00,26751.30,19-05-2023 18:00,26826.10,19357.249
19-05-2023 18:00,26826.00,27180.00,26611.20,19-05-2023 19:00,26869.90,106992.624
19-05-2023 19:00,26870.00,26954.70,26782.20,19-05-2023 20:00,26822.40,20074.440
19-05-2023 20:00,26822.50,26966.80,26812.30,19-05-2023 21:00,26904.40,11946.943
19-05-2023 21:00,26904.40,26926.80,26857.00,19-05-2023 22:00,26876.60,7799.372
19-05-2023 22:00,26876.70,26876.70,26763.20,19-05-2023 23:00,26826.40,10290.199
19-05-2023 23:00,26826.50,26866.70,26791.00,20-05-2023 00:00,26819.80,5752.337
20-05-2023 00:00,26819.80,26897.10,26813.20,20-05-2023 01:00,26897.10,4886.436
20-05-2023 01:00,26897.10,26913.70,26850.20,20-05-2023 02:00,26861.60,4190.730
20-05-2023 02:00,26861.60,26890.00,26850.30,20-05-2023 03:00,26870.10,2837.391
20-05-2023 03:00,26870.10,26902.00,26813.50,20-05-2023 04:00,26834.60,5537.426
20-05-2023 04:00,26834.60,26878.70,26834.00,20-05-2023 05:00,26849.90,2496.285
20-05-2023 05:00,26849.90,26861.60,26821.00,20-05-2023 06:00,26826.40,3397.183
20-05-2023 06:00,26826.40,26864.90,26826.40,20-05-2023 07:00,26849.20,2501.985
20-05-2023 07:00,26849.20,26862.10,26835.30,20-05-2023 08:00,26862.00,2303.030
20-05-2023 08:00,26862.10,26862.10,26824.80,20-05-2023 09:00,26853.70,2731.797
20-05-2023 09:00,26853.80,26859.00,26827.20,20-05-2023 10:00,26840.60,2416.880
20-05-2023 10:00,26840.60,26845.00,26825.20,20-05-2023 11:00,26841.80,2085.990
20-05-2023 11:00,26841.90,26911.00,26841.80,20-05-2023 12:00,26894.50,5534.689
20-05-2023 12:00,26894.50,26903.10,26855.30,20-05-2023 13:00,26871.80,4245.107
20-05-2023 13:00,26871.90,26890.40,26858.90,20-05-2023 14:00,26876.00,2587.441
20-05-2023 14:00,26875.90,26892.00,26859.90,20-05-2023 15:00,26868.60,2848.244
20-05-2023 15:00,26868.50,26938.90,26868.50,20-05-2023 16:00,26882.90,7591.621
20-05-2023 16:00,26882.90,26906.00,26857.10,20-05-2023 17:00,26878.90,4600.991
20-05-2023 17:00,26878.90,26910.00,26874.10,20-05-2023 18:00,26905.90,4031.319
20-05-2023 18:00,26906.00,26969.80,26874.70,20-05-2023 19:00,26936.00,9320.507
20-05-2023 19:00,26936.00,26940.00,26900.10,20-05-2023 20:00,26906.40,3924.449
20-05-2023 20:00,26906.50,27144.40,26903.30,20-05-2023 21:00,27130.00,19460.154
20-05-2023 21:00,27129.90,27143.50,27011.00,20-05-2023 22:00,27019.00,16834.010
20-05-2023 22:00,27019.00,27066.00,26960.00,20-05-2023 23:00,27054.30,11815.087
20-05-2023 23:00,27054.30,27085.00,26991.20,21-05-2023 00:00,27002.20,5554.808
21-05-2023 00:00,27002.20,27043.60,26952.80,21-05-2023 01:00,27023.80,6951.087
21-05-2023 01:00,27023.80,27058.70,26996.50,21-05-2023 02:00,27054.90,3082.989
21-05-2023 02:00,27054.80,27129.90,27031.00,21-05-2023 03:00,27089.50,5662.275
21-05-2023 03:00,27089.60,27288.00,27050.00,21-05-2023 04:00,27228.90,18916.272
21-05-2023 04:00,27229.00,27249.10,27140.00,21-05-2023 05:00,27149.20,10432.285
21-05-2023 05:00,27149.20,27175.50,27135.50,21-05-2023 06:00,27158.70,5233.128
21-05-2023 06:00,27158.80,27179.60,27144.20,21-05-2023 07:00,27166.50,3535.951
21-05-2023 07:00,27166.40,27166.50,27100.00,21-05-2023 08:00,27115.40,5015.045
21-05-2023 08:00,27115.40,27129.90,27074.90,21-05-2023 09:00,27086.80,7408.743
21-05-2023 09:00,27086.70,27094.90,27050.00,21-05-2023 10:00,27071.70,6244.606
21-05-2023 10:00,27071.80,27076.00,27031.00,21-05-2023 11:00,27044.50,5287.346
21-05-2023 11:00,27044.60,27064.00,27013.40,21-05-2023 12:00,27035.80,5660.648
21-05-2023 12:00,27035.90,27069.90,27015.50,21-05-2023 13:00,27068.20,5019.354
21-05-2023 13:00,27068.10,27077.70,26842.00,21-05-2023 14:00,26946.70,20675.377
21-05-2023 14:00,26946.80,26946.80,26750.00,21-05-2023 15:00,26818.10,28554.157
21-05-2023 15:00,26818.00,26940.00,26788.00,21-05-2023 16:00,26917.20,17912.246
21-05-2023 16:00,26917.20,26928.70,26872.10,21-05-2023 17:00,26880.20,6943.737
21-05-2023 17:00,26880.10,26966.30,26865.40,21-05-2023 18:00,26887.90,10431.672
21-05-2023 18:00,26887.90,26969.60,26796.00,21-05-2023 19:00,26885.00,15114.038
21-05-2023 19:00,26885.10,26905.00,26840.00,21-05-2023 20:00,26874.00,8289.930
21-05-2023 20:00,26874.00,26928.00,26817.00,21-05-2023 21:00,26857.70,8402.077
21-05-2023 21:00,26857.70,26887.00,26831.50,21-05-2023 22:00,26860.00,4581.765
21-05-2023 22:00,26860.00,26904.80,26850.10,21-05-2023 23:00,26889.20,3147.773
21-05-2023 23:00,26889.10,26915.00,26801.50,22-05-2023 00:00,26828.70,6158.170
22-05-2023 00:00,26828.80,26835.70,26642.00,22-05-2023 01:00,26735.30,24592.985
22-05-2023 01:00,26735.20,26784.10,26717.20,22-05-2023 02:00,26740.00,5482.327
22-05-2023 02:00,26740.00,26793.00,26707.00,22-05-2023 03:00,26732.80,5736.793
22-05-2023 03:00,26732.80,26772.40,26500.00,22-05-2023 04:00,26641.80,26515.469
22-05-2023 04:00,26641.70,26676.00,26543.70,22-05-2023 05:00,26573.10,16676.421
